secid,date,days,forward_price,premium,impl_volatility,delta,cp_flag,ticker,index_flag
117801,20070706,182,16.110968,1.881794,0.45576,0.56392,C,VIX,1
117801,20070706,273,16.239131,2.189077,0.433557,0.574357,C,VIX,1
117801,20070706,30,15.521143,1.023848,0.608912,-0.465223,P,VIX,1
117801,20070706,60,15.7625,1.381734,0.581678,-0.453066,P,VIX,1
117801,20070706,91,15.862857,1.56751,0.536184,-0.446756,P,VIX,1
117801,20070706,122,15.948,1.719974,0.508431,-0.441577,P,VIX,1
117801,20070706,152,16.03,1.839935,0.487526,-0.437502,P,VIX,1
117801,20070706,182,16.110968,1.896006,0.459232,-0.435598,P,VIX,1
117801,20070706,273,16.239131,2.235457,0.442855,-0.424067,P,VIX,1
117801,20070709,30,15.602,1.079152,0.623213,0.535592,C,VIX,1
117801,20070709,60,15.81,1.476684,0.603715,0.548703,C,VIX,1
117801,20070709,91,15.978572,1.625151,0.539788,0.5536,C,VIX,1
117801,20070709,122,16.099143,1.74405,0.500529,0.557521,C,VIX,1
117801,20070709,152,16.164286,1.869999,0.481058,0.561675,C,VIX,1
117801,20070709,182,16.24129,1.964282,0.461985,0.564785,C,VIX,1
117801,20070709,273,16.416522,2.313645,0.445069,0.576308,C,VIX,1
117801,20070709,30,15.602,1.110639,0.641447,-0.463369,P,VIX,1
117801,20070709,60,15.81,1.455426,0.594982,-0.451998,P,VIX,1
117801,20070709,91,15.978572,1.632767,0.542333,-0.446149,P,VIX,1
117801,20070709,122,16.099143,1.777475,0.510191,-0.441376,P,VIX,1
117801,20070709,152,16.164286,1.896078,0.487823,-0.437464,P,VIX,1
117801,20070709,182,16.24129,1.971914,0.463796,-0.434963,P,VIX,1
117801,20070709,273,16.416522,2.355402,0.453204,-0.422315,P,VIX,1
117801,20070710,30,16.701428,1.573445,0.78464,0.544776,C,VIX,1
117801,20070710,60,16.707857,1.924434,0.679302,0.554765,C,VIX,1
117801,20070710,91,16.685715,2.074733,0.594978,0.559042,C,VIX,1
117801,20070710,122,16.686572,2.237375,0.554472,0.56367,C,VIX,1
117801,20070710,152,16.702857,2.364334,0.525202,0.567283,C,VIX,1
117801,20070710,182,16.716451,2.414474,0.490248,0.56871,C,VIX,1
117801,20070710,273,16.714022,2.835709,0.47102,0.580697,C,VIX,1
117801,20070710,30,16.701428,1.519277,0.75752,-0.456765,P,VIX,1
117801,20070710,60,16.707857,1.914253,0.675686,-0.445525,P,VIX,1
117801,20070710,91,16.685715,2.107249,0.604373,-0.440033,P,VIX,1
117801,20070710,122,16.686572,2.26193,0.560611,-0.435631,P,VIX,1
117801,20070710,152,16.702857,2.387948,0.530499,-0.432045,P,VIX,1
117801,20070710,182,16.716451,2.45311,0.498174,-0.43019,P,VIX,1
117801,20070710,273,16.714022,2.825935,0.469374,-0.419581,P,VIX,1
117801,20070711,30,16.509428,1.371378,0.721862,0.541207,C,VIX,1
117801,20070711,60,16.701428,1.727198,0.643547,0.551899,C,VIX,1
117801,20070711,91,16.73,1.910357,0.578341,0.557403,C,VIX,1
117801,20070711,122,16.716285,2.056305,0.537945,0.561788,C,VIX,1
117801,20070711,152,16.730357,2.163238,0.507225,0.565001,C,VIX,1
117801,20070711,182,16.770484,2.21499,0.474732,0.566556,C,VIX,1
117801,20070711,273,16.84087,2.634264,0.461893,0.579155,C,VIX,1
117801,20070711,30,16.509428,1.390653,0.732045,-0.458214,P,VIX,1
117801,20070711,60,16.701428,1.75195,0.652823,-0.447357,P,VIX,1
117801,20070711,91,16.73,1.934098,0.585579,-0.441884,P,VIX,1
117801,20070711,122,16.716285,2.072859,0.542312,-0.437715,P,VIX,1
117801,20070711,152,16.730357,2.186537,0.512738,-0.434299,P,VIX,1
117801,20070711,182,16.770484,2.259976,0.484468,-0.432092,P,VIX,1
117801,20070711,273,16.84087,2.670841,0.468394,-0.419746,P,VIX,1
117801,20070712,30,16.121429,1.14494,0.645099,0.536838,C,VIX,1
117801,20070712,60,16.440358,1.49695,0.597002,0.548164,C,VIX,1
117801,20070712,91,16.552143,1.689225,0.547397,0.554351,C,VIX,1
117801,20070712,122,16.608572,1.835531,0.514,0.559058,C,VIX,1
117801,20070712,152,16.634286,1.946805,0.488633,0.562639,C,VIX,1
117801,20070712,182,16.693226,2.009053,0.460951,0.564641,C,VIX,1
117801,20070712,273,16.801087,2.346622,0.440317,0.575503,C,VIX,1
117801,20070712,30,16.121429,1.175311,0.662261,-0.462184,P,VIX,1
117801,20070712,60,16.440358,1.514077,0.603867,-0.451285,P,VIX,1
117801,20070712,91,16.552143,1.690121,0.547689,-0.44562,P,VIX,1
117801,20070712,122,16.608572,1.837542,0.514567,-0.440877,P,VIX,1
117801,20070712,152,16.634286,1.951876,0.489916,-0.437198,P,VIX,1
117801,20070712,182,16.693226,2.019647,0.463403,-0.435018,P,VIX,1
117801,20070712,273,16.801087,2.384723,0.447555,-0.423271,P,VIX,1
117801,20070713,30,16.2,1.117253,0.645705,0.536873,C,VIX,1
117801,20070713,60,16.614286,1.436257,0.587497,0.547401,C,VIX,1
117801,20070713,91,16.692858,1.613737,0.53633,0.553259,C,VIX,1
117801,20070713,122,16.752001,1.741472,0.500116,0.557474,C,VIX,1
117801,20070713,152,16.83,1.850662,0.476361,0.561078,C,VIX,1
117801,20070713,182,16.916775,1.936315,0.455653,0.563905,C,VIX,1
117801,20070713,273,17.075218,2.305355,0.443751,0.576084,C,VIX,1
117801,20070713,30,16.2,1.10782,0.640238,-0.463438,P,VIX,1
117801,20070713,60,16.614286,1.448053,0.592346,-0.452209,P,VIX,1
117801,20070713,91,16.692858,1.638808,0.544714,-0.445914,P,VIX,1
117801,20070713,122,16.752001,1.782286,0.511922,-0.441179,P,VIX,1
117801,20070713,152,16.83,1.892004,0.48709,-0.437558,P,VIX,1
117801,20070713,182,16.916775,1.967703,0.463105,-0.435059,P,VIX,1
117801,20070713,273,17.075218,2.336668,0.449854,-0.422882,P,VIX,1
117801,20070716,30,16.494001,1.115275,0.626318,0.535769,C,VIX,1
117801,20070716,60,16.782142,1.468908,0.583879,0.547111,C,VIX,1
117801,20070716,91,16.957856,1.651569,0.533394,0.552969,C,VIX,1
117801,20070716,122,16.986571,1.812927,0.505984,0.558144,C,VIX,1
117801,20070716,152,17.041428,1.931174,0.48311,0.561936,C,VIX,1
117801,20070716,182,17.112903,2.011749,0.460082,0.56452,C,VIX,1
117801,20070716,273,17.223913,2.335356,0.436755,0.574899,C,VIX,1
117801,20070716,30,16.494001,1.118709,0.628251,-0.464121,P,VIX,1
117801,20070716,60,16.782142,1.476166,0.586777,-0.452657,P,VIX,1
117801,20070716,91,16.957856,1.684624,0.544135,-0.445971,P,VIX,1
117801,20070716,122,16.986571,1.836556,0.512627,-0.441098,P,VIX,1
117801,20070716,152,17.041428,1.948403,0.487455,-0.437511,P,VIX,1
117801,20070716,182,17.112903,2.033915,0.465197,-0.434769,P,VIX,1
117801,20070716,273,17.223913,2.390915,0.447274,-0.423319,P,VIX,1
117801,20070717,30,16.622286,1.109012,0.621193,0.535477,C,VIX,1
117801,20070717,60,16.951428,1.44529,0.572971,0.546234,C,VIX,1
117801,20070717,91,17.085714,1.66181,0.53534,0.553161,C,VIX,1
117801,20070717,122,17.175715,1.797918,0.500472,0.557515,C,VIX,1
117801,20070717,152,17.207856,1.907236,0.475843,0.561012,C,VIX,1
117801,20070717,182,17.292741,1.99819,0.455774,0.563922,C,VIX,1
117801,20070717,273,17.460869,2.377842,0.443646,0.576067,C,VIX,1
117801,20070717,30,16.622286,1.096066,0.613923,-0.464937,P,VIX,1
117801,20070717,60,16.951428,1.487383,0.589737,-0.452419,P,VIX,1
117801,20070717,91,17.085714,1.672736,0.538881,-0.44649,P,VIX,1
117801,20070717,122,17.175715,1.817363,0.505924,-0.441863,P,VIX,1
117801,20070717,152,17.207856,1.934845,0.482787,-0.438105,P,VIX,1
117801,20070717,182,17.292741,2.030589,0.46323,-0.435042,P,VIX,1
117801,20070717,273,17.460869,2.428999,0.453312,-0.422297,P,VIX,1
117801,20070718,30,17.174286,1.175457,0.643247,0.536733,C,VIX,1
117801,20070718,60,17.414643,1.487192,0.575962,0.546475,C,VIX,1
117801,20070718,91,17.450001,1.721494,0.541781,0.553797,C,VIX,1
117801,20070718,122,17.520858,1.875893,0.510172,0.558622,C,VIX,1
117801,20070718,152,17.604286,1.997812,0.487005,0.562432,C,VIX,1
117801,20070718,182,17.677742,2.107994,0.469827,0.565875,C,VIX,1
117801,20070718,273,17.790978,2.538984,0.463008,0.579343,C,VIX,1
117801,20070718,30,17.174286,1.183302,0.647552,-0.463022,P,VIX,1
117801,20070718,60,17.414643,1.548433,0.599794,-0.451611,P,VIX,1
117801,20070718,91,17.450001,1.737712,0.546917,-0.445697,P,VIX,1
117801,20070718,122,17.520858,1.882888,0.512088,-0.44116,P,VIX,1
117801,20070718,152,17.604286,2.002163,0.488075,-0.437432,P,VIX,1
117801,20070718,182,17.677742,2.107046,0.469614,-0.434155,P,VIX,1
117801,20070718,273,17.790978,2.503909,0.456528,-0.421753,P,VIX,1
117801,20070719,30,16.950588,1.035704,0.595304,0.534002,C,VIX,1
117801,20070719,60,17.347143,1.38592,0.563824,0.5455,C,VIX,1
117801,20070719,91,17.383713,1.562581,0.516488,0.551299,C,VIX,1
117801,20070719,122,17.498857,1.724265,0.492522,0.556608,C,VIX,1
117801,20070719,152,17.587143,1.844547,0.472261,0.560556,C,VIX,1
117801,20070719,182,17.749032,1.934858,0.452895,0.563521,C,VIX,1
117801,20070719,273,17.942609,2.33706,0.447537,0.576726,C,VIX,1
117801,20070719,30,16.950588,1.014625,0.583159,-0.46669,P,VIX,1
117801,20070719,60,17.347143,1.371527,0.557944,-0.454973,P,VIX,1
117801,20070719,91,17.383713,1.576288,0.521045,-0.448251,P,VIX,1
117801,20070719,122,17.498857,1.737025,0.496192,-0.442974,P,VIX,1
117801,20070719,152,17.587143,1.861016,0.476511,-0.438903,P,VIX,1
117801,20070719,182,17.749032,1.96125,0.459127,-0.435612,P,VIX,1
117801,20070719,273,17.942609,2.34516,0.449108,-0.423009,P,VIX,1
117801,20070720,30,17.649999,1.298711,0.670946,0.53831,C,VIX,1
117801,20070720,60,17.758572,1.643681,0.60101,0.548486,C,VIX,1
117801,20070720,91,17.823428,1.905739,0.56631,0.556216,C,VIX,1
117801,20070720,122,17.876571,2.083928,0.535179,0.561473,C,VIX,1
117801,20070720,152,17.940001,2.218457,0.51069,0.565441,C,VIX,1
117801,20070720,182,18.109356,2.329453,0.490286,0.568715,C,VIX,1
117801,20070720,273,18.379783,2.705684,0.465791,0.579814,C,VIX,1
117801,20070720,30,17.649999,1.327047,0.685632,-0.460854,P,VIX,1
117801,20070720,60,17.758572,1.723009,0.630171,-0.449174,P,VIX,1
117801,20070720,91,17.823428,1.956199,0.581409,-0.442295,P,VIX,1
117801,20070720,122,17.876571,2.127864,0.546556,-0.437231,P,VIX,1
117801,20070720,152,17.940001,2.236182,0.514808,-0.434036,P,VIX,1
117801,20070720,182,18.109356,2.315794,0.487382,-0.431688,P,VIX,1
117801,20070720,273,18.379783,2.727114,0.469531,-0.419554,P,VIX,1
117801,20070723,30,17.549999,1.300787,0.677637,0.538691,C,VIX,1
117801,20070723,60,17.632856,1.640375,0.604816,0.548792,C,VIX,1
117801,20070723,91,17.675714,1.865082,0.558795,0.555475,C,VIX,1
117801,20070723,122,17.712499,2.031664,0.526032,0.56043,C,VIX,1
117801,20070723,152,17.795001,2.161284,0.501593,0.564286,C,VIX,1
117801,20070723,182,17.943529,2.282934,0.48444,0.567904,C,VIX,1
117801,20070723,273,18.147391,2.696421,0.468093,0.580203,C,VIX,1
117801,20070723,30,17.549999,1.301002,0.677749,-0.461303,P,VIX,1
117801,20070723,60,17.632856,1.700635,0.627152,-0.449416,P,VIX,1
117801,20070723,91,17.675714,1.907918,0.571716,-0.443251,P,VIX,1
117801,20070723,122,17.712499,2.073733,0.537011,-0.438318,P,VIX,1
117801,20070723,152,17.795001,2.18003,0.505982,-0.435157,P,VIX,1
117801,20070723,182,17.943529,2.273706,0.482463,-0.43237,P,VIX,1
117801,20070723,273,18.147391,2.671078,0.463634,-0.420551,P,VIX,1
117801,20070724,30,18.178572,1.684893,0.795876,0.545415,C,VIX,1
117801,20070724,60,18.152857,2.003678,0.669851,0.554008,C,VIX,1
117801,20070724,91,18.284,2.224947,0.604418,0.559972,C,VIX,1
117801,20070724,122,18.421428,2.40776,0.565269,0.564899,C,VIX,1
117801,20070724,152,18.724286,2.535163,0.533479,0.568333,C,VIX,1
117801,20070724,182,18.871765,2.668588,0.513466,0.57193,C,VIX,1
117801,20070724,273,18.969022,3.117153,0.490703,0.58402,C,VIX,1
117801,20070724,30,18.178572,1.655864,0.782106,-0.455368,P,VIX,1
117801,20070724,60,18.152857,2.037407,0.681198,-0.445083,P,VIX,1
117801,20070724,91,18.284,2.22982,0.605752,-0.439897,P,VIX,1
117801,20070724,122,18.421428,2.394851,0.562211,-0.435449,P,VIX,1
117801,20070724,152,18.724286,2.494048,0.524743,-0.432775,P,VIX,1
117801,20070724,182,18.871765,2.592991,0.498767,-0.430108,P,VIX,1
117801,20070724,273,18.969022,3.020714,0.475302,-0.418579,P,VIX,1
117801,20070725,30,18.077857,1.526048,0.738543,0.542156,C,VIX,1
117801,20070725,60,18.192857,1.917061,0.656749,0.552957,C,VIX,1
117801,20070725,91,18.298,2.152476,0.599229,0.559461,C,VIX,1
117801,20070725,122,18.416428,2.344139,0.564004,0.564755,C,VIX,1
117801,20070725,152,18.489642,2.43932,0.526,0.567385,C,VIX,1
117801,20070725,182,18.598529,2.525232,0.4978,0.569758,C,VIX,1
117801,20070725,273,18.843913,2.972893,0.479466,0.582124,C,VIX,1
117801,20070725,30,18.077857,1.545601,0.748042,-0.457304,P,VIX,1
117801,20070725,60,18.192857,1.941797,0.665275,-0.446359,P,VIX,1
117801,20070725,91,18.298,2.160439,0.601463,-0.440319,P,VIX,1
117801,20070725,122,18.416428,2.339596,0.562901,-0.43537,P,VIX,1
117801,20070725,152,18.489642,2.441185,0.526406,-0.432564,P,VIX,1
117801,20070725,182,18.598529,2.532597,0.499267,-0.430039,P,VIX,1
117801,20070725,273,18.843913,2.960219,0.477393,-0.418226,P,VIX,1
117801,20070726,30,19.373215,2.22171,0.939432,0.553561,C,VIX,1
117801,20070726,60,19.394643,2.504842,0.749551,0.560387,C,VIX,1
117801,20070726,91,19.360858,2.623429,0.637687,0.563246,C,VIX,1
117801,20070726,122,19.357143,2.832841,0.595125,0.568294,C,VIX,1
117801,20070726,152,19.582143,2.938894,0.55334,0.570851,C,VIX,1
117801,20070726,182,19.82647,3.012996,0.518575,0.572637,C,VIX,1
117801,20070726,273,20.0425,3.424284,0.482005,0.582553,C,VIX,1
117801,20070726,30,19.373215,2.258042,0.95489,-0.445563,P,VIX,1
117801,20070726,60,19.394643,2.632463,0.788058,-0.436537,P,VIX,1
117801,20070726,91,19.360858,2.679073,0.651331,-0.435413,P,VIX,1
117801,20070726,122,19.357143,2.827579,0.594008,-0.431833,P,VIX,1
117801,20070726,152,19.582143,2.938857,0.553333,-0.42915,P,VIX,1
117801,20070726,182,19.82647,3.03624,0.522621,-0.426802,P,VIX,1
117801,20070726,273,20.0425,3.470205,0.488565,-0.41634,P,VIX,1
117801,20070727,30,20.018571,3.193602,1.160592,0.566065,C,VIX,1
117801,20070727,60,19.714285,3.248259,0.834841,0.567196,C,VIX,1
117801,20070727,91,19.737714,3.295083,0.687757,0.568165,C,VIX,1
117801,20070727,122,19.751071,3.482492,0.628132,0.572042,C,VIX,1
117801,20070727,152,19.659999,3.595474,0.581211,0.574379,C,VIX,1
117801,20070727,182,19.523235,3.70335,0.547286,0.57661,C,VIX,1
117801,20070727,273,19.681956,4.169669,0.503972,0.586257,C,VIX,1
117801,20070727,30,20.018571,3.180246,1.155694,-0.434211,P,VIX,1
117801,20070727,60,19.714285,3.23438,0.83124,-0.433091,P,VIX,1
117801,20070727,91,19.737714,3.245565,0.677322,-0.43286,P,VIX,1
117801,20070727,122,19.751071,3.471146,0.626063,-0.428193,P,VIX,1
117801,20070727,152,19.659999,3.567966,0.576712,-0.42619,P,VIX,1
117801,20070727,182,19.523235,3.641151,0.537982,-0.424676,P,VIX,1
117801,20070727,273,19.681956,4.070812,0.49184,-0.415788,P,VIX,1
117801,20070730,30,19.4175,2.508966,1.055119,0.560109,C,VIX,1
117801,20070730,60,19.346786,2.625603,0.78105,0.562904,C,VIX,1
117801,20070730,91,19.329714,2.697862,0.651818,0.564635,C,VIX,1
117801,20070730,122,19.307142,2.862433,0.59762,0.568578,C,VIX,1
117801,20070730,152,19.264285,2.943084,0.550649,0.57051,C,VIX,1
117801,20070730,182,19.256471,3.059428,0.52334,0.573297,C,VIX,1
117801,20070730,273,19.307501,3.623885,0.507317,0.58682,C,VIX,1
117801,20070730,30,19.4175,2.508581,1.054956,-0.4399,P,VIX,1
117801,20070730,60,19.346786,2.707781,0.805711,-0.435127,P,VIX,1
117801,20070730,91,19.329714,2.758951,0.666713,-0.433902,P,VIX,1
117801,20070730,122,19.307142,2.911113,0.607888,-0.430256,P,VIX,1
117801,20070730,152,19.264285,2.979901,0.557612,-0.428608,P,VIX,1
117801,20070730,182,19.256471,3.087693,0.528231,-0.426026,P,VIX,1
117801,20070730,273,19.307501,3.620125,0.506782,-0.41327,P,VIX,1
117801,20070731,30,20.591429,3.331005,1.24484,0.570812,C,VIX,1
117801,20070731,60,20.887858,3.502248,0.926009,0.574453,C,VIX,1
117801,20070731,91,20.999714,3.458474,0.74241,0.573522,C,VIX,1
117801,20070731,122,20.788214,3.506877,0.650266,0.574551,C,VIX,1
117801,20070731,152,20.794286,3.426107,0.569,0.572834,C,VIX,1
117801,20070731,182,20.871177,3.45008,0.523674,0.573344,C,VIX,1
117801,20070731,273,20.76,4.027549,0.500189,0.58562,C,VIX,1
117801,20070731,30,20.591429,3.114632,1.163198,-0.433788,P,VIX,1
117801,20070731,60,20.887858,3.424306,0.905165,-0.427204,P,VIX,1
117801,20070731,91,20.999714,3.454922,0.741639,-0.426554,P,VIX,1
117801,20070731,122,20.788214,3.524958,0.653659,-0.425065,P,VIX,1
117801,20070731,152,20.794286,3.514587,0.583868,-0.425285,P,VIX,1
117801,20070731,182,20.871177,3.5918,0.545448,-0.423644,P,VIX,1
117801,20070731,273,20.76,4.178114,0.5192,-0.41118,P,VIX,1
117801,20070801,30,21.6875,3.226095,1.197521,0.568147,C,VIX,1
117801,20070801,60,21.336072,3.56522,0.936813,0.575311,C,VIX,1
117801,20070801,91,21.088,3.603359,0.768928,0.576117,C,VIX,1
117801,20070801,122,20.897857,3.764105,0.694107,0.579512,C,VIX,1
117801,20070801,152,20.771428,3.705629,0.61206,0.578277,C,VIX,1
117801,20070801,182,20.894706,3.714526,0.560706,0.578465,C,VIX,1
117801,20070801,273,21.014566,4.218123,0.520878,0.589103,C,VIX,1
117801,20070801,30,21.6875,3.224922,1.197082,-0.431877,P,VIX,1
117801,20070801,60,21.336072,3.608365,0.94829,-0.423778,P,VIX,1
117801,20070801,91,21.088,4.645298,0.995365,-0.401874,P,VIX,1
117801,20070801,122,20.897857,5.983668,1.115049,-0.373602,P,VIX,1
117801,20070801,152,20.771428,4.49203,0.744247,-0.405111,P,VIX,1
117801,20070801,182,20.894706,3.774125,0.569824,-0.420276,P,VIX,1
117801,20070801,273,21.014566,4.259459,0.526071,-0.410024,P,VIX,1
117801,20070802,30,20.752857,2.467875,1.02047,0.55815,C,VIX,1
117801,20070802,60,20.62,2.985377,0.874347,0.570343,C,VIX,1
117801,20070802,91,20.597143,3.095335,0.736409,0.572934,C,VIX,1
117801,20070802,122,20.553215,3.210057,0.659859,0.575638,C,VIX,1
117801,20070802,152,20.482501,3.130977,0.576431,0.573774,C,VIX,1
117801,20070802,182,20.436177,3.18675,0.536281,0.575088,C,VIX,1
117801,20070802,273,20.33,3.704547,0.5101,0.587289,C,VIX,1
117801,20070802,30,20.752857,2.412221,0.997297,-0.443162,P,VIX,1
117801,20070802,60,20.62,3.027329,0.886766,-0.428668,P,VIX,1
117801,20070802,91,20.597143,4.242009,1.014293,-0.400047,P,VIX,1
117801,20070802,122,20.553215,4.982829,1.033252,-0.382591,P,VIX,1
117801,20070802,152,20.482501,4.242402,0.78488,-0.400038,P,VIX,1
117801,20070802,182,20.436177,3.421175,0.57626,-0.419388,P,VIX,1
117801,20070802,273,20.33,3.741144,0.515223,-0.411849,P,VIX,1
117801,20070803,30,22.484286,3.154414,1.100735,0.562687,C,VIX,1
117801,20070803,60,22.155358,3.744845,0.925607,0.574421,C,VIX,1
117801,20070803,91,21.972572,3.888428,0.780769,0.577274,C,VIX,1
117801,20070803,122,21.858572,4.11003,0.713279,0.581678,C,VIX,1
117801,20070803,152,21.66,3.9578,0.615036,0.578653,C,VIX,1
117801,20070803,182,21.532353,3.93062,0.558155,0.578112,C,VIX,1
117801,20070803,273,21.616956,4.480379,0.520491,0.589038,C,VIX,1
117801,20070803,30,22.484286,3.171639,1.106797,-0.436971,P,VIX,1
117801,20070803,60,22.155358,3.841224,0.949721,-0.423664,P,VIX,1
117801,20070803,91,21.972572,3.97455,0.79829,-0.421015,P,VIX,1
117801,20070803,122,21.858572,4.198119,0.728792,-0.416572,P,VIX,1
117801,20070803,152,21.66,3.991828,0.620395,-0.420671,P,VIX,1
117801,20070803,182,21.532353,3.958237,0.562128,-0.421339,P,VIX,1
117801,20070803,273,21.616956,4.570602,0.531157,-0.409169,P,VIX,1
117801,20070806,30,21.96,2.613763,0.999615,0.55697,C,VIX,1
117801,20070806,60,21.531428,3.23821,0.877318,0.57058,C,VIX,1
117801,20070806,91,21.272857,3.498038,0.770223,0.576243,C,VIX,1
117801,20070806,122,21.260715,3.709108,0.705891,0.580844,C,VIX,1
117801,20070806,152,21.288214,3.515038,0.59889,0.576614,C,VIX,1
117801,20070806,182,21.299999,3.544719,0.55199,0.577261,C,VIX,1
117801,20070806,273,21.283479,4.02441,0.512636,0.587716,C,VIX,1
117801,20070806,30,21.96,2.652319,1.014464,-0.44219,P,VIX,1
117801,20070806,60,21.531428,3.269778,0.885963,-0.428732,P,VIX,1
117801,20070806,91,21.272857,3.486919,0.767745,-0.423999,P,VIX,1
117801,20070806,122,21.260715,3.673775,0.699074,-0.419926,P,VIX,1
117801,20070806,152,21.288214,3.470893,0.591276,-0.424348,P,VIX,1
117801,20070806,182,21.299999,3.509276,0.546402,-0.423512,P,VIX,1
117801,20070806,273,21.283479,4.056232,0.516757,-0.41159,P,VIX,1
117801,20070807,30,20.474286,2.243003,0.912206,0.552018,C,VIX,1
117801,20070807,60,20.263929,2.871808,0.82737,0.5666,C,VIX,1
117801,20070807,91,20.271429,3.104871,0.726924,0.572005,C,VIX,1
117801,20070807,122,20.302857,3.268139,0.66122,0.575792,C,VIX,1
117801,20070807,152,20.287857,3.126617,0.566439,0.57251,C,VIX,1
117801,20070807,182,20.340588,3.190841,0.52841,0.573999,C,VIX,1
117801,20070807,273,20.406739,3.669525,0.497108,0.5851,C,VIX,1
117801,20070807,30,20.474286,2.219928,0.902769,-0.448517,P,VIX,1
117801,20070807,60,20.263929,2.873378,0.827827,-0.433363,P,VIX,1
117801,20070807,91,20.271429,3.099873,0.725741,-0.428111,P,VIX,1
117801,20070807,122,20.302857,3.256826,0.658904,-0.424471,P,VIX,1
117801,20070807,152,20.287857,3.133694,0.567735,-0.427326,P,VIX,1
117801,20070807,182,20.340588,3.21633,0.532681,-0.42541,P,VIX,1
117801,20070807,273,20.406739,3.761408,0.509756,-0.412769,P,VIX,1
117801,20070808,30,20.211429,2.047,0.836384,0.547716,C,VIX,1
117801,20070808,60,20.172857,2.627302,0.760256,0.561242,C,VIX,1
117801,20070808,91,20.135999,2.946297,0.69299,0.568678,C,VIX,1
117801,20070808,122,20.133928,3.164603,0.643348,0.573767,C,VIX,1
117801,20070808,152,19.994286,3.050324,0.555331,0.571103,C,VIX,1
117801,20070808,182,20.072059,3.137493,0.522169,0.573135,C,VIX,1
117801,20070808,273,20.092174,3.630741,0.494334,0.584633,C,VIX,1
117801,20070808,30,20.211429,2.059133,0.841366,-0.452002,P,VIX,1
117801,20070808,60,20.172857,2.637437,0.763213,-0.438521,P,VIX,1
